  0%|          | 0/70 [00:00<?, ?it/s]/Users/benjaminkwon/Desktop/ExplainingAnatomicalShapeVariability/venv/lib/python3.10/site-packages/torch_geometric/nn/conv/spline_conv.py:133: UserWarning:

We do not recommend using the non-optimized CPU version of `SplineConv`. If possible, please move your data to GPU.
Epoch 0 | Loss: 0.869833 | Recon: 0.869732 | KL: 0.100490
Epoch 61 | Loss: 0.078123 | Recon: 0.030915 | KL: 47.207817
Epoch 62 | Loss: 0.077074 | Recon: 0.029989 | KL: 47.085461
Epoch 63 | Loss: 0.076844 | Recon: 0.029681 | KL: 47.163206
Epoch 64 | Loss: 0.077563 | Recon: 0.030350 | KL: 47.212587
Epoch 65 | Loss: 0.077512 | Recon: 0.030388 | KL: 47.124065
Epoch 66 | Loss: 0.077274 | Recon: 0.030057 | KL: 47.216600
Epoch 67 | Loss: 0.076268 | Recon: 0.029055 | KL: 47.212652
Epoch 68 | Loss: 0.076833 | Recon: 0.029666 | KL: 47.166712
Epoch 69 | Loss: 0.077046 | Recon: 0.029777 | KL: 47.269423
Input range: -2.101945638656616 2.068974256515503
Output range: -2.0865252017974854 2.091754198074341
Reconstructed torus saved to: reconstructed_torus_VAE_0.ply
