/Users/benjaminkwon/Desktop/ExplainingAnatomicalShapeVariability/venv/lib/python3.10/site-packages/torch_geometric/nn/conv/spline_conv.py:133: UserWarning:

We do not recommend using the non-optimized CPU version of `SplineConv`. If possible, please move your data to GPU.
Epoch 0 | Loss: 2086.435577 | Recon: 0.504943 | KL: 2085.930603
Epoch 26 | Loss: 9.968907 | Recon: 0.477212 | KL: 9.491694
Epoch 27 | Loss: 9.585310 | Recon: 0.477653 | KL: 9.107656
Epoch 28 | Loss: 9.236063 | Recon: 0.477742 | KL: 8.758321
Epoch 29 | Loss: 8.916367 | Recon: 0.477224 | KL: 8.439143
Epoch 30 | Loss: 8.624343 | Recon: 0.477588 | KL: 8.146755
Epoch 31 | Loss: 8.354968 | Recon: 0.477378 | KL: 7.877590
Epoch 32 | Loss: 8.105767 | Recon: 0.476887 | KL: 7.628880
Epoch 33 | Loss: 7.874412 | Recon: 0.476264 | KL: 7.398148
Epoch 34 | Loss: 7.660296 | Recon: 0.476941 | KL: 7.183355
Epoch 35 | Loss: 7.459456 | Recon: 0.476720 | KL: 6.982736
Epoch 36 | Loss: 7.272062 | Recon: 0.477275 | KL: 6.794787
Epoch 37 | Loss: 7.094980 | Recon: 0.476890 | KL: 6.618090
Epoch 38 | Loss: 6.928169 | Recon: 0.476534 | KL: 6.451635
Epoch 39 | Loss: 6.770028 | Recon: 0.475706 | KL: 6.294322
Epoch 40 | Loss: 6.621408 | Recon: 0.476235 | KL: 6.145173
Epoch 41 | Loss: 6.479456 | Recon: 0.476069 | KL: 6.003386
Epoch 42 | Loss: 6.343971 | Recon: 0.475560 | KL: 5.868412
Epoch 43 | Loss: 6.215367 | Recon: 0.475836 | KL: 5.739532
Epoch 44 | Loss: 6.092135 | Recon: 0.475949 | KL: 5.616186
Epoch 45 | Loss: 5.973894 | Recon: 0.475934 | KL: 5.497960
Epoch 46 | Loss: 5.859976 | Recon: 0.475545 | KL: 5.384432
Epoch 47 | Loss: 5.750957 | Recon: 0.475658 | KL: 5.275299
Epoch 48 | Loss: 5.646416 | Recon: 0.476221 | KL: 5.170196
Epoch 49 | Loss: 5.544204 | Recon: 0.475423 | KL: 5.068782
Epoch 50 | Loss: 5.446710 | Recon: 0.475954 | KL: 4.970756
Epoch 51 | Loss: 5.352022 | Recon: 0.476096 | KL: 4.875927
Epoch 52 | Loss: 5.259688 | Recon: 0.475628 | KL: 4.784061
Epoch 53 | Loss: 5.170609 | Recon: 0.475634 | KL: 4.694975
Epoch 54 | Loss: 5.084257 | Recon: 0.475764 | KL: 4.608493
Epoch 55 | Loss: 5.000848 | Recon: 0.476382 | KL: 4.524466
Epoch 56 | Loss: 4.918178 | Recon: 0.475387 | KL: 4.442790
Epoch 57 | Loss: 4.838270 | Recon: 0.474890 | KL: 4.363380
Epoch 58 | Loss: 4.761840 | Recon: 0.475736 | KL: 4.286104
Epoch 59 | Loss: 4.685914 | Recon: 0.475085 | KL: 4.210829
Epoch 60 | Loss: 4.613105 | Recon: 0.475577 | KL: 4.137528
Epoch 61 | Loss: 4.541354 | Recon: 0.475244 | KL: 4.066110
Epoch 62 | Loss: 4.471771 | Recon: 0.475271 | KL: 3.996499
Epoch 63 | Loss: 4.403389 | Recon: 0.474717 | KL: 3.928672
Epoch 64 | Loss: 4.338234 | Recon: 0.475715 | KL: 3.862519
Epoch 65 | Loss: 4.273200 | Recon: 0.475193 | KL: 3.798007
Epoch 66 | Loss: 4.210137 | Recon: 0.475069 | KL: 3.735068
Epoch 67 | Loss: 4.148261 | Recon: 0.474623 | KL: 3.673638
Epoch 68 | Loss: 4.088805 | Recon: 0.475141 | KL: 3.613664
Epoch 69 | Loss: 4.029352 | Recon: 0.474242 | KL: 3.555110
Epoch 70 | Loss: 3.972391 | Recon: 0.474455 | KL: 3.497936
Epoch 71 | Loss: 3.916888 | Recon: 0.474832 | KL: 3.442056
Epoch 72 | Loss: 3.862981 | Recon: 0.475550 | KL: 3.387430
Epoch 73 | Loss: 3.808985 | Recon: 0.474916 | KL: 3.334069
Epoch 74 | Loss: 3.756458 | Recon: 0.474534 | KL: 3.281924
Epoch 75 | Loss: 3.705195 | Recon: 0.474217 | KL: 3.230978
Epoch 76 | Loss: 3.656500 | Recon: 0.475333 | KL: 3.181167
Epoch 77 | Loss: 3.607075 | Recon: 0.474622 | KL: 3.132453
Epoch 78 | Loss: 3.559227 | Recon: 0.474433 | KL: 3.084794
Epoch 79 | Loss: 3.512847 | Recon: 0.474659 | KL: 3.038188
Epoch 80 | Loss: 3.467149 | Recon: 0.474548 | KL: 2.992601
Epoch 81 | Loss: 3.422803 | Recon: 0.474798 | KL: 2.948004
Epoch 82 | Loss: 3.379035 | Recon: 0.474628 | KL: 2.904407
Epoch 83 | Loss: 3.335951 | Recon: 0.474185 | KL: 2.861765
Epoch 84 | Loss: 3.294495 | Recon: 0.474454 | KL: 2.820042
Epoch 85 | Loss: 3.253788 | Recon: 0.474589 | KL: 2.779199
Epoch 86 | Loss: 3.213355 | Recon: 0.474141 | KL: 2.739214
Epoch 87 | Loss: 3.174219 | Recon: 0.474111 | KL: 2.700108
Epoch 88 | Loss: 3.135684 | Recon: 0.473834 | KL: 2.661850
Epoch 89 | Loss: 3.098813 | Recon: 0.474373 | KL: 2.624440
Epoch 90 | Loss: 3.061908 | Recon: 0.474112 | KL: 2.587795
Epoch 91 | Loss: 3.025921 | Recon: 0.473998 | KL: 2.551923
Epoch 92 | Loss: 2.990837 | Recon: 0.474038 | KL: 2.516799
Epoch 93 | Loss: 2.956569 | Recon: 0.474185 | KL: 2.482384
Epoch 94 | Loss: 2.923049 | Recon: 0.474384 | KL: 2.448665
Epoch 95 | Loss: 2.890280 | Recon: 0.474626 | KL: 2.415654
Epoch 96 | Loss: 2.857446 | Recon: 0.474150 | KL: 2.383296
Epoch 97 | Loss: 2.825208 | Recon: 0.473643 | KL: 2.351565
Epoch 98 | Loss: 2.794820 | Recon: 0.474330 | KL: 2.320489
Epoch 99 | Loss: 2.764242 | Recon: 0.474232 | KL: 2.290010
Reconstructed torus saved to: reconstructed_torus_VAE_0.ply
