,shape,label
111,torus_color_111,0.22244488977955915
112,torus_color_112,0.2244488977955912
113,torus_color_113,0.22645290581162328
114,torus_color_114,0.22845691382765534
115,torus_color_115,0.2304609218436874
116,torus_color_116,0.23246492985971945
117,torus_color_117,0.23446893787575152
118,torus_color_118,0.23647294589178358
119,torus_color_119,0.23847695390781565
120,torus_color_120,0.2404809619238477
121,torus_color_121,0.24248496993987978
122,torus_color_122,0.24448897795591187
123,torus_color_123,0.24649298597194394
124,torus_color_124,0.248496993987976
125,torus_color_125,0.25050100200400804
126,torus_color_126,0.2525050100200401
127,torus_color_127,0.2545090180360722
128,torus_color_128,0.25651302605210424
129,torus_color_129,0.2585170340681363
130,torus_color_130,0.2605210420841684
131,torus_color_131,0.26252505010020044
132,torus_color_132,0.2645290581162325
133,torus_color_133,0.2665330661322645
134,torus_color_134,0.2685370741482966
135,torus_color_135,0.2705410821643287
136,torus_color_136,0.27254509018036077
137,torus_color_137,0.27454909819639284
138,torus_color_138,0.2765531062124249
139,torus_color_139,0.27855711422845697
140,torus_color_140,0.28056112224448904
141,torus_color_141,0.28256513026052105
142,torus_color_142,0.2845691382765531
143,torus_color_143,0.2865731462925852
144,torus_color_144,0.28857715430861725
145,torus_color_145,0.2905811623246493
146,torus_color_146,0.2925851703406814
147,torus_color_147,0.29458917835671344
148,torus_color_148,0.29659318637274557
149,torus_color_149,0.2985971943887776
150,torus_color_150,0.30060120240480964
151,torus_color_151,0.3026052104208417
152,torus_color_152,0.3046092184368738
153,torus_color_153,0.30661322645290584
154,torus_color_154,0.3086172344689379
155,torus_color_155,0.31062124248497
156,torus_color_156,0.31262525050100204
157,torus_color_157,0.3146292585170341
158,torus_color_158,0.31663326653306617
159,torus_color_159,0.31863727454909824
160,torus_color_160,0.3206412825651303
161,torus_color_161,0.32264529058116237
162,torus_color_162,0.32464929859719444
163,torus_color_163,0.3266533066132265
164,torus_color_164,0.32865731462925857
165,torus_color_165,0.33066132264529063
166,torus_color_166,0.3326653306613227
167,torus_color_167,0.33466933867735477
168,torus_color_168,0.33667334669338683
169,torus_color_169,0.33867735470941884
170,torus_color_170,0.3406813627254509
171,torus_color_171,0.342685370741483
172,torus_color_172,0.34468937875751504
173,torus_color_173,0.34669338677354716
174,torus_color_174,0.34869739478957923
175,torus_color_175,0.3507014028056113
176,torus_color_176,0.35270541082164336
177,torus_color_177,0.35470941883767537
178,torus_color_178,0.35671342685370744
179,torus_color_179,0.3587174348697395
180,torus_color_180,0.36072144288577157
181,torus_color_181,0.36272545090180364
182,torus_color_182,0.3647294589178357
183,torus_color_183,0.36673346693386777
184,torus_color_184,0.36873747494989983
185,torus_color_185,0.3707414829659319
186,torus_color_186,0.37274549098196397
187,torus_color_187,0.37474949899799603
188,torus_color_188,0.3767535070140281
189,torus_color_189,0.3787575150300601
190,torus_color_190,0.3807615230460922
191,torus_color_191,0.38276553106212424
192,torus_color_192,0.3847695390781564
193,torus_color_193,0.38677354709418843
194,torus_color_194,0.3887775551102205
195,torus_color_195,0.39078156312625256
196,torus_color_196,0.39278557114228463
197,torus_color_197,0.3947895791583167
198,torus_color_198,0.39679358717434876
199,torus_color_199,0.3987975951903808
200,torus_color_200,0.4008016032064129
201,torus_color_201,0.40280561122244496
202,torus_color_202,0.404809619238477
203,torus_color_203,0.4068136272545091
204,torus_color_204,0.40881763527054116
205,torus_color_205,0.41082164328657317
206,torus_color_206,0.41282565130260523
207,torus_color_207,0.4148296593186373
208,torus_color_208,0.41683366733466937
209,torus_color_209,0.41883767535070143
210,torus_color_210,0.4208416833667335
211,torus_color_211,0.42284569138276556
212,torus_color_212,0.42484969939879763
213,torus_color_213,0.4268537074148297
214,torus_color_214,0.42885771543086176
215,torus_color_215,0.43086172344689383
216,torus_color_216,0.43286573146292584
217,torus_color_217,0.4348697394789579
218,torus_color_218,0.4368737474949901
219,torus_color_219,0.43887775551102215
220,torus_color_220,0.4408817635270542
221,torus_color_221,0.4428857715430862
222,torus_color_222,0.4448897795591183
223,torus_color_223,0.44689378757515036
224,torus_color_224,0.4488977955911824
225,torus_color_225,0.4509018036072145
226,torus_color_226,0.45290581162324656
227,torus_color_227,0.4549098196392786
228,torus_color_228,0.4569138276553107
229,torus_color_229,0.45891783567134276
230,torus_color_230,0.4609218436873748
231,torus_color_231,0.4629258517034069
232,torus_color_232,0.4649298597194389
233,torus_color_233,0.46693386773547096
234,torus_color_234,0.46893787575150303
235,torus_color_235,0.4709418837675351
236,torus_color_236,0.47294589178356716
237,torus_color_237,0.47494989979959923
238,torus_color_238,0.4769539078156313
239,torus_color_239,0.47895791583166336
240,torus_color_240,0.4809619238476954
241,torus_color_241,0.4829659318637275
242,torus_color_242,0.48496993987975956
243,torus_color_243,0.4869739478957916
244,torus_color_244,0.48897795591182375
245,torus_color_245,0.4909819639278558
246,torus_color_246,0.4929859719438879
247,torus_color_247,0.49498997995991995
248,torus_color_248,0.496993987975952
249,torus_color_249,0.498997995991984
250,torus_color_250,0.5010020040080161
251,torus_color_251,0.5030060120240482
252,torus_color_252,0.5050100200400802
253,torus_color_253,0.5070140280561123
254,torus_color_254,0.5090180360721444
255,torus_color_255,0.5110220440881764
256,torus_color_256,0.5130260521042085
257,torus_color_257,0.5150300601202406
258,torus_color_258,0.5170340681362726
259,torus_color_259,0.5190380761523047
260,torus_color_260,0.5210420841683367
261,torus_color_261,0.5230460921843688
262,torus_color_262,0.5250501002004009
263,torus_color_263,0.527054108216433
264,torus_color_264,0.529058116232465
265,torus_color_265,0.5310621242484971
266,torus_color_266,0.533066132264529
267,torus_color_267,0.5350701402805611
268,torus_color_268,0.5370741482965932
269,torus_color_269,0.5390781563126253
270,torus_color_270,0.5410821643286574
271,torus_color_271,0.5430861723446895
272,torus_color_272,0.5450901803607215
273,torus_color_273,0.5470941883767536
274,torus_color_274,0.5490981963927857
275,torus_color_275,0.5511022044088177
276,torus_color_276,0.5531062124248498
277,torus_color_277,0.5551102204408819
278,torus_color_278,0.5571142284569139
279,torus_color_279,0.559118236472946
280,torus_color_280,0.5611222444889781
281,torus_color_281,0.5631262525050101
282,torus_color_282,0.5651302605210421
283,torus_color_283,0.5671342685370742
284,torus_color_284,0.5691382765531062
285,torus_color_285,0.5711422845691383
286,torus_color_286,0.5731462925851704
287,torus_color_287,0.5751503006012024
288,torus_color_288,0.5771543086172345
289,torus_color_289,0.5791583166332666
290,torus_color_290,0.5811623246492986
291,torus_color_291,0.5831663326653307
292,torus_color_292,0.5851703406813628
293,torus_color_293,0.5871743486973948
294,torus_color_294,0.5891783567134269
295,torus_color_295,0.5911823647294591
296,torus_color_296,0.5931863727454911
297,torus_color_297,0.5951903807615232
298,torus_color_298,0.5971943887775552
299,torus_color_299,0.5991983967935872
300,torus_color_300,0.6012024048096193
301,torus_color_301,0.6032064128256514
302,torus_color_302,0.6052104208416834
303,torus_color_303,0.6072144288577155
304,torus_color_304,0.6092184368737475
305,torus_color_305,0.6112224448897796
306,torus_color_306,0.6132264529058117
307,torus_color_307,0.6152304609218437
308,torus_color_308,0.6172344689378758
309,torus_color_309,0.6192384769539079
310,torus_color_310,0.62124248496994
311,torus_color_311,0.623246492985972
312,torus_color_312,0.6252505010020041
313,torus_color_313,0.6272545090180361
314,torus_color_314,0.6292585170340682
315,torus_color_315,0.6312625250501003
316,torus_color_316,0.6332665330661323
317,torus_color_317,0.6352705410821644
318,torus_color_318,0.6372745490981965
319,torus_color_319,0.6392785571142285
320,torus_color_320,0.6412825651302606
321,torus_color_321,0.6432865731462927
322,torus_color_322,0.6452905811623247
323,torus_color_323,0.6472945891783568
324,torus_color_324,0.6492985971943889
325,torus_color_325,0.6513026052104209
326,torus_color_326,0.653306613226453
327,torus_color_327,0.6553106212424851
328,torus_color_328,0.6573146292585171
329,torus_color_329,0.6593186372745492
330,torus_color_330,0.6613226452905813
331,torus_color_331,0.6633266533066133
332,torus_color_332,0.6653306613226454
333,torus_color_333,0.6673346693386775
334,torus_color_334,0.6693386773547095
335,torus_color_335,0.6713426853707416
336,torus_color_336,0.6733466933867737
337,torus_color_337,0.6753507014028056
338,torus_color_338,0.6773547094188377
339,torus_color_339,0.6793587174348698
340,torus_color_340,0.6813627254509018
341,torus_color_341,0.6833667334669339
342,torus_color_342,0.685370741482966
343,torus_color_343,0.687374749498998
344,torus_color_344,0.6893787575150301
345,torus_color_345,0.6913827655310621
346,torus_color_346,0.6933867735470943
347,torus_color_347,0.6953907815631264
348,torus_color_348,0.6973947895791585
349,torus_color_349,0.6993987975951905
350,torus_color_350,0.7014028056112226
351,torus_color_351,0.7034068136272547
352,torus_color_352,0.7054108216432867
353,torus_color_353,0.7074148296593188
354,torus_color_354,0.7094188376753507
355,torus_color_355,0.7114228456913828
356,torus_color_356,0.7134268537074149
357,torus_color_357,0.7154308617234469
358,torus_color_358,0.717434869739479
359,torus_color_359,0.7194388777555112
360,torus_color_360,0.7214428857715431
361,torus_color_361,0.7234468937875753
362,torus_color_362,0.7254509018036073
363,torus_color_363,0.7274549098196395
364,torus_color_364,0.7294589178356714
365,torus_color_365,0.7314629258517036
366,torus_color_366,0.7334669338677355
367,torus_color_367,0.7354709418837677
368,torus_color_368,0.7374749498997997
369,torus_color_369,0.7394789579158318
370,torus_color_370,0.7414829659318638
371,torus_color_371,0.7434869739478959
372,torus_color_372,0.7454909819639279
373,torus_color_373,0.74749498997996
374,torus_color_374,0.7494989979959921
375,torus_color_375,0.7515030060120241
376,torus_color_376,0.7535070140280562
377,torus_color_377,0.7555110220440883
378,torus_color_378,0.7575150300601202
379,torus_color_379,0.7595190380761524
380,torus_color_380,0.7615230460921844
381,torus_color_381,0.7635270541082165
382,torus_color_382,0.7655310621242485
383,torus_color_383,0.7675350701402807
384,torus_color_384,0.7695390781563128
385,torus_color_385,0.7715430861723448
386,torus_color_386,0.7735470941883769
387,torus_color_387,0.7755511022044089
388,torus_color_388,0.777555110220441
389,torus_color_389,0.7795591182364731
390,torus_color_390,0.7815631262525051
391,torus_color_391,0.7835671342685372
392,torus_color_392,0.7855711422845693
393,torus_color_393,0.7875751503006012
394,torus_color_394,0.7895791583166334
395,torus_color_395,0.7915831663326653
396,torus_color_396,0.7935871743486975
397,torus_color_397,0.7955911823647295
398,torus_color_398,0.7975951903807617
399,torus_color_399,0.7995991983967936
400,torus_color_400,0.8016032064128258
401,torus_color_401,0.8036072144288577
402,torus_color_402,0.8056112224448899
403,torus_color_403,0.8076152304609219
404,torus_color_404,0.809619238476954
405,torus_color_405,0.811623246492986
406,torus_color_406,0.8136272545090182
407,torus_color_407,0.8156312625250501
408,torus_color_408,0.8176352705410823
409,torus_color_409,0.8196392785571143
410,torus_color_410,0.8216432865731463
411,torus_color_411,0.8236472945891785
412,torus_color_412,0.8256513026052105
413,torus_color_413,0.8276553106212426
414,torus_color_414,0.8296593186372746
415,torus_color_415,0.8316633266533068
416,torus_color_416,0.8336673346693387
417,torus_color_417,0.8356713426853709
418,torus_color_418,0.8376753507014029
419,torus_color_419,0.839679358717435
420,torus_color_420,0.841683366733467
421,torus_color_421,0.8436873747494992
422,torus_color_422,0.8456913827655311
423,torus_color_423,0.8476953907815633
424,torus_color_424,0.8496993987975953
425,torus_color_425,0.8517034068136273
426,torus_color_426,0.8537074148296594
427,torus_color_427,0.8557114228456915
428,torus_color_428,0.8577154308617235
429,torus_color_429,0.8597194388777556
430,torus_color_430,0.8617234468937877
431,torus_color_431,0.8637274549098197
432,torus_color_432,0.8657314629258517
433,torus_color_433,0.8677354709418839
434,torus_color_434,0.8697394789579158
435,torus_color_435,0.871743486973948
436,torus_color_436,0.8737474949899802
437,torus_color_437,0.8757515030060121
438,torus_color_438,0.8777555110220443
439,torus_color_439,0.8797595190380763
440,torus_color_440,0.8817635270541084
441,torus_color_441,0.8837675350701404
442,torus_color_442,0.8857715430861725
443,torus_color_443,0.8877755511022045
444,torus_color_444,0.8897795591182366
445,torus_color_445,0.8917835671342687
446,torus_color_446,0.8937875751503007
447,torus_color_447,0.8957915831663328
448,torus_color_448,0.8977955911823648
449,torus_color_449,0.8997995991983968
450,torus_color_450,0.901803607214429
451,torus_color_451,0.9038076152304609
452,torus_color_452,0.9058116232464931
453,torus_color_453,0.9078156312625251
454,torus_color_454,0.9098196392785572
455,torus_color_455,0.9118236472945892
456,torus_color_456,0.9138276553106214
457,torus_color_457,0.9158316633266533
458,torus_color_458,0.9178356713426855
459,torus_color_459,0.9198396793587175
460,torus_color_460,0.9218436873747496
461,torus_color_461,0.9238476953907817
462,torus_color_462,0.9258517034068138
463,torus_color_463,0.9278557114228458
464,torus_color_464,0.9298597194388778
465,torus_color_465,0.93186372745491
466,torus_color_466,0.9338677354709419
467,torus_color_467,0.9358717434869741
468,torus_color_468,0.9378757515030061
469,torus_color_469,0.9398797595190382
470,torus_color_470,0.9418837675350702
471,torus_color_471,0.9438877755511024
472,torus_color_472,0.9458917835671343
473,torus_color_473,0.9478957915831665
474,torus_color_474,0.9498997995991985
475,torus_color_475,0.9519038076152306
476,torus_color_476,0.9539078156312626
477,torus_color_477,0.9559118236472948
478,torus_color_478,0.9579158316633267
479,torus_color_479,0.9599198396793589
480,torus_color_480,0.9619238476953909
481,torus_color_481,0.9639278557114229
482,torus_color_482,0.965931863727455
483,torus_color_483,0.967935871743487
484,torus_color_484,0.9699398797595191
485,torus_color_485,0.9719438877755512
486,torus_color_486,0.9739478957915833
487,torus_color_487,0.9759519038076153
488,torus_color_488,0.9779559118236475
489,torus_color_489,0.9799599198396794
490,torus_color_490,0.9819639278557116
491,torus_color_491,0.9839679358717436
492,torus_color_492,0.9859719438877758
493,torus_color_493,0.9879759519038077
494,torus_color_494,0.9899799599198399
495,torus_color_495,0.9919839679358718
496,torus_color_496,0.993987975951904
497,torus_color_497,0.995991983967936
498,torus_color_498,0.997995991983968
499,torus_color_499,1.0
